UT,PY,text,com,dgr_int
2-S2.0-85075795094,2019,"industry 4.0 as a key enabler toward successful implementation of total quality management practices. industry 4.0 refers to the new technological development occurred at the industrial production systems. it evolved as a result of integrating internet of things, cyber-physical systems, big-data, artificial intelligence, and cloud computing in the industrial systems. this integration aided new capabilities to achieve a higher level of business excellence, efficiency, and effectiveness. total quality management (tqm) is a managerial approach to achieve an outstanding business excellence. there are several approaches to apply tqm principles at any organization. industry 4.0 could be utilized as a key enabler for tqm especially by integrating its techniques with the tqm best practices. this paper suggests a theoretical framework for integrating industry 4.0 features with the tqm principles (according to iso 9000:2015 standards family) in order to open the door for further research to address the real impact of utilizing industry 4.0 for serving the tqm implementation approaches.",4,2.108944233779304
2-S2.0-85107609790,2021,"significant applications of big data in industry 4.0. industry 4.0 is being implemented with the help of advanced technologies. big data, artificial intelligence (ai), robotics, internet of things (iot), cloud computing, and 3d printing are the major technologies used to adopt industry 4.0 successfully. here, the study's need is to discuss the major potential of big data for industry 4.0. these technologies' primary purpose is to collect the right data to solve the relevant issue during manufacturing and other required services. this technology plays a significant role in creating advancements in this fourth industrial revolution. conclusively, big data applications are useful for in-process management and productivity improvement in the automation sector. complex systems of drivers and intelligent sensors can be easily optimized based on information collected using this technology. big data is the key to gain a competitive leap by reconnoitring the fundamental issues like deviations during the process, quality discriminations, and energy efficiency squander in a manufacturing process. the study discusses the significant applications of big data in industry 4.0. for a proper surveillance system, industries need to have an immensely technical or personalized way, making big data a valuable source for predicting analysis and operation management based on market insight statistics or information. in upcoming days, big data will provide further advancement in industry 4.0 and is supposed to play an efficient role in its successful adoption.",NA,NA
2-S2.0-84964027065,2016,"the internet information and technology research directions based on the fourth industrial revolution. the fourth industrial revolution is currently proceeding and is expected to significantly affect the way individuals live and in result change the society in various aspects. the ict-based convergence industries of the fourth industrial revolution contain various fields such as driverless cars, lighter and tougher materials, robotics, 3d printing and even biotechnology. this paper examines the researches done in fourth industrial revolution field based on the articles submitted to apic-ist 2015. the topics from articles related to the fourth industrial revolution were categorized based on the keyword frequency of main issues. results suggested that iot and wireless sensor network related researches were among the fields that the most researches were done in it and topics like nanotechnology, biotechnology, driverless cars, sharing economy and 3d printing were not mentioned at all. this paper also suggests necessary contents in the fourth industrial revolution to be focused on for further research in this field.",4,1.0109801372466183
2-S2.0-85044783970,2017,"circular product design. a multiple loops life cycle design approach for the circular economy. the circular economy is a high priority subject of discussion in the current political and academic contexts; however, practical approaches in relevant disciplines like design are in need of development. this article proposes a conceptual framework for circular product design, based on four multiple loops strategies: (i) design to slow the loops, (ii) design to close the loops, (iii) design for bio-inspired loops, and (iv) design for bio-based loops. recent literature, notably on life cycle design strategies, the circular economy conceptual model and the european commission’s circular economy package, is reviewed and product design cases illustrating each of the proposed are analysed. the article argues that different ‘circular’ approaches centred upon the life cycle design phases can provide practical guiding strategies during the design process and thus promote sustainable design solutions for the circular economy within the united nation’s sustainable development goals.",5,0.09553042844510218
2-S2.0-85103693853,2021,"enablers, levers and benefits of circular economy in the electrical and electronic equipment supply chain: a literature review. circular economy in the electrical and electronic equipment (eee) supply chain has a significant (and still unexploited) potential. this paper aims to systematically review the knowledge emerging from the literature at the intersection between circular economy and the eee supply chain, with a special focus on enablers, levers, and their potential environmental, economic and social benefits. an original framework is developed to categorise circular economy enablers, levers and potential benefits. companies in the eee industry aiming to implement circular economy can exploit several enablers (grouped into digitalization, government intervention, and users’ active role) and levers (grouped into circular product design, servitised business models, and supply chain management) to generate economic, environmental and social benefits. based on the framework, 115 articles were scrutinised. the analysis led to the definition of a research agenda, with policy and industry implications. to advance circular economy research in the eee supply chain, future studies should address: (i) the enabling role of digitalization, particularly within blockchain, 3d printing, augmented and virtual reality; (ii) design strategies focused on ‘reduce’; (iii) servitised business models based on result-oriented offerings; (iv) collaboration in the eee supply chain; (v) the assessment of social and economic benefits to users. future research should also investigate the systemic interrelations between enablers, levers and benefits.",5,2.5586341665253123
2-S2.0-85067085607,2019,"unintended circularity?-assessing a product-service system for its potential contribution to a circular economy. product-service systems (psss) are seen as valuable facilitators of a circular economy (ce) on a business level. however, that psss contribute to a ce is not a given and is determined by the chosen pss business model and strategy applied throughout the entire lifecycle. thus, in order to support companies in implementing circular business models such as psss, an increasing number of frameworks and methods have been proposed in prior research. this article hypothesizes that many industrial companies are expanding to become pss providers with neither such support nor a strong sustainability focus. there is a gap in the literature regarding the potential contribution of such psss to a ce. thus, the research reported aims to provide initial insight regarding whether unintended circularity, i.e., an unintended contribution to a ce, may occur when becoming a pss provider. applying and adapting an existing framework for the assessment of psss' potential contribution to a ce, the use-oriented pss of an industrial company was assessed in-depth. results regarding the relative resource reduction and the prospect of achieving absolute resource decoupling are reported and discussed. while relative improvements over product sales are identified, e.g., resulting from end-of-life efforts on reuse and remanufacturing, opportunities for additional enhancement are found, e.g., in adjustments of the pss design process. concerning absolute resource decoupling, a fundamental challenge lies in the use-oriented pss's dependency on an increasing number of physical components as the company's business expands. this article advances the discussion on psss' potential contributions to a ce with an in-depth empirical study. for practitioners, the results reported expand on important aspects of efficient and effective pss provision throughout the lifecycle.",5,3.672796358230904
2-S2.0-85020900736,2017,"maintenance in digitalised manufacturing: delphi-based scenarios for 2030. despite extensive research on future manufacturing and the forthcoming fourth industrial revolution (implying extensive digitalisation), there is a lack of understanding regarding the specific changes that can be expected for maintenance organisations. therefore, developing scenarios for future maintenance is needed to define long-term strategies for the realisation of digitalised manufacturing. this empirical delphi-based scenario planning study is the first within the maintenance realm, examining a total of 34 projections about potential changes to the internal and external environment of maintenance organisations, considering both hard (technological) and soft (social) dimensions. the paper describes a probable future of maintenance organisations in digitalised manufacturing in the year 2030, based on an extensive three-round delphi survey with 25 maintenance experts at strategic level from the largest companies within the swedish manufacturing industry. in particular, the study contributes with development of probable as well as wildcard scenarios for future maintenance. this includes e.g. advancement of data analytics, increased emphasis on education and training, novel principles for maintenance planning with a systems perspective, and stronger environmental legislation and standards. the scenarios may serve as direct input to strategic development in industrial maintenance organisations and are expected to substantially improve preparedness to the changes brought by digitalised manufacturing.",4,0.28310906691681026
2-S2.0-85085112855,2020,"sustainable additive manufacturing: mechanical response of acrylonitrile-butadiene-styrene over multiple recycling processes. sustainability in additive manufacturing refers mainly to the recycling rate of polymers and composites used in fused filament fabrication (fff), which nowadays are rapidly increasing in volume and value. recycling of such materials is mostly a thermomechanical process that modifies their overall mechanical behavior. the present research work focuses on the acrylonitrile-butadiene-styrene (abs) polymer, which is the second most popular material used in fff-3d printing. in order to investigate the effect of the recycling courses on the mechanical response of the abs polymer, an experimental simulation of the recycling process that isolates the thermomechanical treatment from other parameters (i.e., contamination, ageing, etc.) has been performed. to quantify the effect of repeated recycling processes on the mechanic response of the abs polymer, a wide variety of mechanical tests were conducted on fff-printed specimens. regarding this, standard tensile, compression, flexion, impact and micro-hardness tests were performed per recycle repetition. the findings prove that the mechanical response of the recycled abs polymer is generally improved over the recycling repetitions for a certain number of repetitions. an optimum overall mechanical behavior is found between the third and the fifth repetition, indicating a significant positive impact of the abs polymer recycling, besides the environmental one.",4,0.48374691140875165
2-S2.0-85073614937,2019,"circular economy: benefits, impacts and overlapping. purpose: this paper aims to investigate overlaps, complementarities and divergences between the literature on circular economy (ce) models and related literature in non-linear production models and frameworks, including ce, reverse logistics, closed-loop, industrial symbiosis and industrial ecology. design/methodology/approach: a systematic literature review was conducted focussing on the benefits of non-linear modes adoption. findings: the results show a high degree of convergence in findings, gaps and weaknesses of these literatures. negative environmental, economic and operational impacts are understudied. there is a scarcity of studies identifying practices resulting in empirically tested benefits. the business and society case for non-linear production is still largely built upon conceptual studies, modelling and a few case studies. despite a normative focus, there is very little use of theory, in particular, management theories. research limitations/implications: first, the authors use only one, albeit highly recognized database, scopus. this database may have omitted some relevant research, journals such as the journal of cleaner production and resources conservation & recycling that are more likely to publish such research and also have a more interdisciplinary approach. this is an important gap and interesting result to claim for more interdisciplinary research. second, the filtering process used and the focus on association of business schools top journals may have also omitted some relevant research, such as a large stream of literature in specialist journals such as resources conservation and recycling and the journal of cleaner production. practical implications: there are contradictions, tensions and epistemological ambiguity that needs to be critically addressed. such tensions may be associated with the knowledge field that gave rise to these different non-linear production approaches. many of them appeared at the same time, but from different sciences and disciplines with their own perspectives. then in doing so, they create confusion in the definitions of ce, assumptions underlying modelling and business choices arising from this complexity. this can be minimized through the critical interpretation of knowledge to elucidate epistemological quandaries to improve the understanding of the economic, social and environmental impacts of practices. social implications: in some way, this result makes sense, as the authors have limited the search to management, business and accounts journals, especially talking about operations management journals. this is an important gap and interesting result to claim for more interdisciplinary research. originality/value: in addition to gaps previously described, the authors identified areas of tensions where the literature offers inconclusive – often contradictory – findings requiring further exploration. a better understanding of these tensions is required to understand the impacts of non-linear production and develop policy guidelines for industry and policymakers to scale-up ce.",5,1.6372483647924183
2-S2.0-85075872302,2019,"how can organisations and business models lead to a more sustainable society? a framework from a systematic review of the industry 4.0. the concept of industry 4.0 has been mainly addressed by the current literature from a technological perspective, overlooking the organisational and even ethical challenges related to this recent paradigm. in order to become '4.0 compliant', an enterprise must adapt its organisation and business approaches, and these changes may lead to a significant impact on sustainability. therefore, we performed a systematic literature review to investigate the most recent industry 4.0 research streams by adopting a multi-perspective approach. this analysis led to collect insights on the key traits of an enterprise 4.0: integration, decomposed hierarchy, flexibility, and autonomy. each of these keywords involves work environments, business and organisational models, and educational approaches, which constitute the key traits of the novel framework proposed in this study.",4,2.358243649911863
2-S2.0-85080868967,2020,"sustainability accounting and reporting in the industry 4.0. industry 4.0 is the fourth industrial revolution. it is formed on the building blocks of industrial internet of things, real-time data collection and predictive analytics using big data analytics, artificial intelligence, and cloud manufacturing. the complexity and value of industry 4.0 is established by the existing research studies. some of the research studies have proposed the design elements and contribution of industry 4.0 to achieving sustainability objectives. this research delves deeper into this area to evolve a new research challenge on contribution of industry 4.0 to sustainability accounting and reporting. through a methodology of two focus group discussions and interviews, this research derived an empirical formulation presenting a mapping between industry 4.0 attributes and selected material topics and their disclosures in global reporting initiative framework. the empirical formulation divided the industry 4.0 framework in india into three levels of maturity each mapped with the appropriate triple bottomline topics under the global reporting initiative. this empirical formulation requires further research to establish its validity as it appears to be not-to-optimistic representation by the members of the two focus groups. the interview respondents suggested cautious approach as ai-based predictive analytics and automation may need a long maturity path. soft aspects of reluctance to complexity and new technology adoption may need continuous evolution of technical and other training programmes with the maturity of industry 4.0 for sustainability accounting and reporting in an organisation.",4,0.18081723815303344
2-S2.0-85049435708,2018,"the development of a strategy for direct part reuse using additive and subtractive manufacturing technologies. in recent years, combining additive and subtractive manufacturing technologies has attracted much attention from both industrial and academic sectors. due to consolidated benefits of individual techniques, this combination provides new possibilities to manufacture products, and develop new strategies for recovering products at their end-of-life stage. this paper aims to develop a direct material reuse strategy based on such technique combination. the principle of the strategy is to manufacture new parts (or final parts) directly from end-of-life parts (or existing parts) without involving the material recycling phase. in this paper, a systematic methodology is proposed to develop the strategy. firstly, the good mechanical characteristics of parts obtained by the strategy are confirmed. thereafter, the design of process planning for combining additive and subtractive manufacturing processes is focused. this allows achieving the geometry and quality of final part from the existing part. the methodology for process planning design is developed in two major steps using the manufacturing feature concept, the knowledge of manufacturing processes, technological requirements, and available resources. in the first step, manufacturing features (i.e. machining and additive manufacturing features) are extracted from the information of the existing and final parts. in the second step, the process planning is generated from extracted features by respecting the relationships of features and the manufacturing precedence constraints. finally, a case study is used to illustrate the proposed methodology.",4,0.3537390818512511
2-S2.0-85103209763,2021,"assessing people-driven factors for circular economy practices in small and medium-sized enterprise supply chains: business strategies and environmental perspectives. globalisation and technological advancements have increased the pressure on small businesses to increase their productivity and to gain competitive advantages. that pressure has been placed on the resources available, resulting in increased environmental degradation as a result of the traditional linear model of make-use-dispose. circular economy (ce) practices offer the opportunity for sustainable production based on the reuse-remanufacture and recycling of resources for small and medium-sized enterprises (smes) to increase their sustainability, resulting in enhanced performance levels in terms of business strategies and environmental perspectives. but in academic literature, the role of people-driven factors (pdfs) in the adoption of ce practices in the supply chains (scs) of smes is limited. therefore, to fill this literature gap, this research looks at analysing pdfs for the implementation of ce in the smes in developing countries in two phases. pdfs are identified from an extensive literature review; a dematel technique is then employed to understand the significant influence of each factor in the adoption of ce practices in scs by dividing them into cause–effect groups. the findings show that pdfs such as training and knowledge sharing, employee participation, leadership and management plus strategic alignment are considered to be the most important significant factors in the adoption. the findings of this study will help industrial managers to understand the significance of the role of pdfs for enhancing business strategies; these findings can reduce the negative environmental impact in the adoption of ce practices in the scs of smes.",5,3.1975867890609777
2-S2.0-85046020431,2018,"cleaner production as an antecedent for circular economy paradigm shift at the micro-level: evidence from a home appliance manufacturer. the concept of circularity has been widely discussed in the literature, but the implementation of the circular economy at the micro-level remains unexplored. it is still not clear what are the antecedents for circular economy implementation at the industry level, instead of cleaner production principles and practices have been discussed as essential for circular economy adoption from the bottom up, but more empirical studies are still necessary to better understand the adoption and effects of cleaner production in promoting circular economy. thus, this paper aims to explore the cleaner production principles and practices adopted by a manufacturing company located in an emerging economy in order to understand how these were valuable in foster circular economy implementation. a case-based research approach was adopted in this investigation. the circular economy practices introduced by the company were analyzed by considering their connections with the requirements when transitioning to a circular economy paradigm, within company-related processes in addition to circular economy areas at the micro-level. an inductive approach was adopted for data analysis to develop some propositions regarding circular economy interactions. the main findings revealed that cleaner production practices for product optimization are valuable to circular economy implementation regarding circular product design strategies. the cleaner production principle of input substitution is valuable for reducing input and use of natural resources as well as increasing the share of renewable and recyclable resources. technological optimization can contribute to reducing emissions levels. in addition, field data showed that cleaner production practices at the production area enable circular economy practices to be implemented at the micro-level, as well as there is a connection with other circular economy areas (i.e. waste management, consumption, and support). moreover, the findings confirmed that all cleaner production practices and principles implemented by the organization are connected to each other and across the processes. further studies may focus on testing the propositions developed in this study in other manufacturing contexts, as well as on the investigation of possible cause-effect relationships that may exist between cleaner production and circular economy transition pathways.",5,5.797260133880531
2-S2.0-85097188075,2021,"towards a circular economy for packaging waste by using new technologies: the case of large multinationals in emerging economies. earth's capacity to sustain mankind is reaching a tipping point. packaging waste is one of the critical problems that is leading to such a situation and a focus of the u.n. sustainable development goals. however, large multinational enterprises look at their products and its packaging in a separate way, which leads them to think that when the product is consumed, their responsibility ends, leaving the government to deal with the issue of managing the packaging waste. due to the complexity of the issue and the fact that this is particularly problematic in emerging markets, we used an in-depth and longitudinal case study analysis. we found that there were a desire and ability, with the use of the right technology, among urban groups to tackle the problem if with the right incentives to the different involved actors and from a holistic perspective. our findings allowed us to advance a holistic framework based on incentives by using digitalization and new technologies such as blockchain and artificial intelligence. doing so, we advance the theory in the circular economy by enhancing it with the use of new technologies and advance a resources value loop that adds to the product life cycle theory.",5,0.7942664964164401
2-S2.0-85072563580,2019,"zero waste manufacturing: a framework and review of technology, research, and implementation barriers for enabling a circular economy transition in singapore. zero waste manufacturing (zwm) is a concept to support countries transition to a circular economy by developing manufacturing technologies and systems that eliminate waste across entire waste value chains to the fullest extent possible through reuse and recycling. implementation of zwm, particularly in dense urban settings such as singapore, presents challenges for stakeholders, which stem from issues related to land scarcity, productivity, and labor shortage. a framework to address these challenges is proposed comprising six themes of design for zero waste, smart waste audit and reduction planning, smart waste collection, high-value mixed waste processing, collaborative platform for industrial symbiosis, and waste to resource conversion and recycling. a systematic literature review is used to examine industry technologies and research across the six themes to determine how the technologies can support zwm. the research reveals that a variety of mature waste measurement, collection, and conversion technologies can be integrated through internet-of-things applications and a collaborative platform for industrial symbiosis to support singapore and other countries in developing a zwm ecosystem. this research examines the technical limitations of implementing zwm technologies in dense urban settings using singapore as a case study. future areas of research are then proposed to overcome the implementation barriers so that zwm can be enabled.",4,0.34954439447861946
2-S2.0-84988689815,2017,"assessing sustainability benefits of cybermanufacturing systems. confronted with growing sustainability awareness, mounting environmental pressure, manufacturers are seriously striving to address sustainability-related issues without sacrificing customers’ needs and market competitiveness. a new manufacturing system called cybermanufacturing system (cms) has great potential in addressing sustainability issues by handling manufacturing tasks differently from and better than traditional manufacturing systems. cms is a vision for future manufacturing where physical components are fully integrated and seamlessly networked with computational processes, forming an on-demand, intelligent, and communicative manufacturing resource and capability repository with optimal, sustainability-oriented manufacturing solutions. the recent developments in the internet of things, cloud computing, fog computing, service-oriented technologies, etc., all contributed to the development of cms. in this new manufacturing paradigm, every manufacturing resource or capability is digitalized, registered, and networked to each other directly or through the internet, thus enabling intelligent behaviors of manufacturing components and systems such as self-awareness, self-prediction, self-optimization, and self-configuration, among others. in this research, a comprehensive definition of cms has been developed, a suggested architecture of cms has been constructed, and important functions of cms have been identified. simulation models have been developed and used to investigate the sustainability benefits of cms. the simulation results show promising sustainability benefits of cms over traditional manufacturing systems.",4,0.6781881743159739
2-S2.0-85047528617,2018,"sustainable industry 4.0 framework: a systematic literature review identifying the current trends and future perspectives. industry 4.0 and its other synonyms like smart manufacturing, smart production or internet of things, have been identified as major contributors in the context of digital and automated manufacturing environment. the term industry 4.0 comprises a variety of technologies to enable the development of the value chain resulting in reduced manufacturing lead times, and improved product quality and organizational performance. industry 4.0 has attracted much attention in the recent literature, however there are very few systematic and extensive review of research that captures the dynamic nature of this topic. the rapidly growing interest from both academics and practitioners in industry 4.0 has urged the need for review of up-to-date research and development to develop a new agenda. selected 85 papers were classified in five research categories namely conceptual papers on industry 4.0, human-machine interactions, machine-equipment interactions, technologies of industry 4.0 and sustainability. the review primarily attempted to seek answers to the following two questions: (1) what are different research approaches used to study industry 4.0? and (2) what is the current status of research in the domains of industry 4.0?. we propose a sustainable industry 4.0 framework based on the findings of the review with three critical components viz., industry 4.0 technologies, process integration and sustainable outcomes. finally, the scope of future research is discussed in detail.",4,2.232495144086968
2-S2.0-85047391020,2018,"supply chain management and the circular economy: towards the circular supply chain. circular modes of production, known as the circular economy, are welcomed in political and business circles to overcome the shortcomings of traditional linear operating models. this article presents preliminary propositions concerning implications for the development of what we term ‘circular supply chains’, defined here as the embodiment of circular economy principles within supply chain management. our propositions are based on the following arguments: a shift from product ownership to leasing and access in supply chain relationships; the relevance of structural flexibility and start-ups in regional or local loops; open and closed material loops in technical and biological cycles; closer collaboration within and beyond immediate industry boundaries and public and private procurement in the service industry as a lever for the scaling up of circular business models. we discuss what these circular economy principles mean in terms of supply chain challenges and conclude with limitations and future research agenda.",5,1.9808914405197724
2-S2.0-85059991029,2019,"development of a risk framework for industry 4.0 in the context of sustainability for established manufacturers. the concept of ""industry 4.0"" is expected to bring a multitude of benefits for industrial value creation. however, the associated risks hamper its implementation and lack a comprehensive overview. in response, the paper proposes a framework of risks in the context of industry 4.0 that is related to the triple bottom line of sustainability. the framework is developed from a literature review, as well as from 14 in-depth expert interviews. with respect to economic risks, the risks that are associated with high or false investments are outlined, as well as the threatened business models and increased competition from new market entrants. from an ecological perspective, the increased waste and energy consumption, as well as possible ecological risks related to the concept ""lot size one"", are described. from a social perspective, the job losses, risks associated with organizational transformation, and employee requalification, as well as internal resistance, are among the aspects that are considered. additionally, risks can be associated with technical risks, e.g., technical integration, information technology (it)-related risks such as data security, and legal and political risks, such as for instance unsolved legal clarity in terms of data possession. conclusively, the paper discusses the framework with the extant literature, proposes managerial and theoretical implications, and suggests avenues for future research.",4,3.1674992553449504
2-S2.0-85054069142,2018,"the role and impact of industry 4.0 and the internet of things on the business strategy of the value chain-the case of hungary. in the era of industrial digitalization, companies are increasingly investing in tools and solutions that allow their processes, machines, employees, and even the products themselves, to be integrated into a single integrated network for data collection, data analysis, the evaluation of company development, and performance improvement. to study the impact of industry 4.0 on the company we used porter's (1985) value chain model, which is particularly useful when paying particular attention to corporate areas which have a primary role in customer value creation. since the primary impact of industry 4.0 is perceived in value-creating processes, and has so far had the greatest transformative effect in this area, the model can be considered to be appropriate. the objective of our research is to discover how companies operating in hungary interpret the phenomenon of industry 4.0, what internet of things (iot) tools they use to support their processes, and what critical issues they face during adaptation. we applied a dual methodology in our investigation: we sent an online questionnaire to manufacturing and logistical service companies to investigate the iot tools they use, and the problems they face, and received 43 answers we could evaluate. we also conducted four expert interviews with manufacturing firms to get deeper insights into the application, critical issues and development phases of iot tools. during our research, we found that the spread of real-time data across companies-given the availability of appropriate analytical tools and methods-can have a significant impact on the entire company. in the case of cps (cyber physical system), cpps and big data technologies, companies using them have been evaluated as having a higher level of logistic service, more efficient processes with their partners, improved cooperation between certain logistic functions, and higher market and financial performance and competitiveness. applying more efficient production processes, and achieving better productivity and economies of scale, might also result in increased economic sustainability. furthermore, we have found that companies have started on the path to digital evolution, and investments of this type have already begun.",4,3.779436780924533
2-S2.0-85083454544,2020,"a cost-driven process planning method for hybrid additive–subtractive remanufacturing. hybrid manufacturing combines additive manufacturing's advantages of building complex geometries and subtractive manufacturing's benefits of dimensional precision and surface quality. this technology shows great potential to support repairing and remanufacturing processes. hybrid manufacturing is used to repair end-of-life parts or remanufacture them to new features and functionalities. however, process planning for hybrid remanufacturing is still a challenging research topic. this is because current methods require extensive human intervention for feature recognition and knowledge interpretation, and the quality of the derived process plans are hard to quantify. to fill this gap, a cost-driven process planning method for hybrid additive–subtractive remanufacturing is proposed in this paper. an automated additive–subtractive feature extraction method is developed and the process planning task is formulated into a cost-minimization optimization problem to guarantee a high-quality solution. specifically, an implicit level-set function-based feature extraction method is proposed. precedence constraints and cost models are also formulated to construct the hybrid process planning task as a mixed-integer programming model. numerical examples demonstrate the efficacy of the proposed method.",4,0.07407407407407407
2-S2.0-85072076513,2020,"the smart factory as a key construct of industry 4.0: a systematic literature review. industry 4.0 is a ubiquitous term throughout general newspapers, on company websites or in scientific journals. one of its key constructs is the smart factory, envisioned as a future state of a fully connected manufacturing system, mainly operating without human force by generating, transferring, receiving and processing necessary data to conduct all required tasks for producing all kinds of goods. although the understanding of smart factory concepts has been sharpened in the last years, it is still difficult for industrial companies to establish a concrete strategy roadmap within the jungle of different terminologies, ideas and concepts. to generate further clarity and to consolidate the previous findings around smart factory for researchers as well as for practitioner, we conducted a systematic literature review. for this purpose, we chose a five steps approach: scope definition, topic conceptualisation, literature search, literature analysis and synthesis, and synthesis of future research questions. during our review, we found that research within each perspective is fragmented and unequally advanced. most publications treat single use cases with low generalizability, often rely upon machine data, typically have a technical nature and seldom incorporate impact estimations. in this paper, our key academic and practical contribution lies in the categorisation of the selected publications into eight thematic distinct perspectives within the sphere of smart factory: decision making, cyber-physical systems, data handling, it infrastructure, digital transformation, human machine interaction, iot, and cloud manufacturing and services. these are further developed into the smart factory research model, stating a foundation for future research endeavors.",4,3.0667842454248837
2-S2.0-85086938217,2020,"modelling the enablers of industry 4.0 in the indian manufacturing industry. purpose: the vision of industry 4.0 concept is to create smart factories that will change the current processes of production and manufacturing system using smart machines to produce smart and intelligent products. the main aim of this research is to explore the enablers with regard to industry 4.0 application in manufacturing industry in india as the available literature shows that manufacturing sector is still doubtful about the implementation of industry 4.0. design/methodology/approach: seventeen enablers that can affect the adoption of industry 4.0 in the manufacturing industry in india have been explored through an extensive review of available literature and viewpoints of industry and academic experts. total interpretive structural modelling methodology (tism) has been used to evaluate the interrelationships among these factors. a tism model has been developed to extract the key enablers influencing industry 4.0 adoption. findings: the result shows that internet facility from government at reduced price, financial support and continued specialized skills training are the major enablers as they have strong driving power. practical implications: proper understanding of these enablers will help the managers and policymakers to explore the impact of each enabler on other enablers as well as the degree of relationships among them and to take concrete steps so that industry 4.0 can be implemented successfully in the manufacturing sector in india. originality/value: this study is pioneer in exploring the enablers industry 4.0 which is the most advanced concept that has the capability to change the future of indian manufacturing sector if implemented judiciously and cautiously.",4,2.0802492632162664
2-S2.0-85075201873,2020,"critical factors for the successful implementation of industry 4.0: a review and future research direction. industry 4.0 symbolizes the fourth industrial revolution and the current trend of automation and data exchange in manufacturing technologies. the purpose of this article is to examine the research question on how to successfully implement industry 4.0 in organizations. this study through a systematic literature review protocol proposed by tranfield, denyer, and smart analyzed 84 articles in depth. the descriptive, categorical and thematic analysis of the literature is conducted. this study identifies 10 critical success factors which are necessary for the successful implementation of industry 4.0 in the organization. based on the 10 critical success factors 10 research directions in this area is further expounded. this study can be used by the organizations as a guiding factor while implementing industry 4.0 in their organizations. focussing on these 10 factors will help organizations to be sustainable during the implementation of industry 4.0. though there are some literature reviews on industry 4.0, this study critically analyses the literature for finding the critical factors for the successful implementation of industry 4.0.",4,4.070293521596712
2-S2.0-85079826000,2020,"industry 4.0 and supply chain process re-engineering: a coproduction study of materials management in construction. purpose: this paper contributes to the literature on supply chain process management by discussing how industry 4.0 technologies can support process re-engineering in the context of the construction industry. design/methodology/approach: the paper discusses the impact of industry 4.0 technologies through an exploratory case study focused on the materials management process, using a coproduction of research approach where the main findings are obtained through the involvement of internal and external process actors. findings: the results show that the introduction of industry 4.0 technologies could radically improve process performance, better supporting the execution of activities, increasing the effectiveness of communication between actors and favoring data collection and sharing. these technologies, characterized by the level of risk connected to their implementation, need to be introduced in combination with new organizational mechanisms, which may be beneficial for several supply chain actors. originality/value: through the adoption of a research coproduction methodology, which is not common in the literature, this paper contributes to the ongoing discussion about how industry 4.0 technologies contribute to process-centric supply chains, by discussing the benefits of these tools from the perspective of process actors.",4,1.2431803471915372
2-S2.0-85059328826,2019,"unlocking circular business: a framework of barriers and drivers. circular economy increasingly attracts the interest of business, policy makers and academia in the search for answers to sustainability challenges. while earlier studies have presented drivers that support the introduction of new business concepts for circular economy, as well as barriers that hinder the rate of innovation in the field, no systematic categorizations of such factors have been brought forward. drawing on current literature, a framework of drivers and barriers is introduced, including seven distinct areas: environmental, economic, social, political and institutional, technological and informational, supply chain, and organizational factors. the appearance and content of these areas in practice have been examined in four case organizations by conducting thirty-six qualitative, semi-structured interviews. empirical illustrations of the potential barriers and drivers provide managerial implications for better execution of circular business.",5,2.983241332528164
2-S2.0-85066927729,2019,"improving sustainable supply chains performance through operational excellence: circular economy approach. this work is framed by the search for sustainable supply chain success through new approaches of operational excellence. by applying certain characteristics of upper echelons theory in the context of the circular economy, this study analyzes critical success factors for the adoption of the circular economy using focal companies selected from both emerging (brazil) and mature (scotland) economies. thus, this study relates to the maturity level of circular economy adoption, how well companies manage critical success factors, and the influence of selected characteristics of firms’ upper echelons in promoting the circular economy. after conducting two exploratory case studies in brazil and scotland, as well as exploring the suitability of four research propositions, this work suggests that: (i) among the firms studied, companies that are more proactive towards the circular economy also demonstrate better management of critical success factors; (ii) based on these cases, companies that are less proactive in terms of the circular economy tend to face greater challenges and tensions due to unmanaged critical success factors; (iii) among the companies studied, those that are most proactive in terms of the circular economy tend to have top management who are more supportive of sustainability; (iv) certain top management characteristics in the companies studied, such as formal sustainability education and understanding of national sustainability strategy, are revealed to be relevant to the adoption of circular economy initiatives; and finally, (v) while our study shows that the theory behind the circular economy and critical success factors for promoting circular production systems have been developing separately, the integration of these important topical issues currently remains scarce.",5,2.8381401443260286
